target	fraction	read_pairs	cs_families	ss_families	ds_families	ds_duplexes	ds_fraction_duplexes
1:64498253-64498254	1.0	37906	2391	4670	3053	1401	0.4588928922371438
1:64498253-64498254	0.7278953843983146	27614	2280	4469	2935	1269	0.4323679727427598
1:64498253-64498254	0.5298316906283708	20126	2171	4241	2816	1079	0.38316761363636365
1:64498253-64498254	0.38566204211634725	14622	2059	3943	2674	866	0.3238593866866118
1:64498253-64498254	0.2807216203941176	10697	1939	3635	2533	636	0.25108566916699565
1:64498253-64498254	0.20433597178569418	7780	1810	3300	2366	421	0.1779374471682164
1:64498253-64498254	0.14873521072935117	5677	1651	2868	2154	254	0.11792014856081709
1:64498253-64498254	0.1082636733874054	4095	1461	2400	1896	136	0.07172995780590717
1:64498253-64498254	0.07880462815669913	2951	1272	1960	1621	66	0.040715607649599014
1:64498253-64498254	0.05736152510448681	2161	1098	1589	1370	27	0.01970802919708029
1:64498253-64498254	0.041753189365604	1521	885	1203	1069	10	0.009354536950420954
1:64498253-64498254	0.03039195382313198	1133	745	960	872	4	0.0045871559633027525
1:64498253-64498254	0.02212216291070448	809	574	709	656	3	0.004573170731707317
1:64498253-64498254	0.01610262027560939	596	450	543	510	1	0.00196078431372549
1:64498253-64498254	0.011721022975334805	434	351	408	390	0	0.0
1:64498253-64498254	0.008531678524172805	330	281	318	308	0	0.0
1:64498253-64498254	0.006210169418915616	241	217	235	230	0	0.0
1:64498253-64498254	0.004520353656360241	178	167	176	174	0	0.0
1:64498253-64498254	0.0032903445623126675	131	126	130	129	0	0.0
1:64498253-64498254	0.002395026619987486	94	94	94	94	0	0.0
1:64498253-64498254	0.0017433288221999873	73	73	73	73	0	0.0
1:64498253-64498254	0.0012689610031679222	56	56	56	56	0	0.0
1:64498253-64498254	0.0009236708571873865	42	42	42	42	0	0.0
1:64498253-64498254	0.0006723357536499335	33	33	33	33	0	0.0
1:64498253-64498254	0.0004893900918477494	24	24	24	24	0	0.0
1:64498253-64498254	0.0003562247890262444	17	17	17	17	0	0.0
1:64498253-64498254	0.0002592943797404667	13	13	13	13	0	0.0
1:64498253-64498254	0.00018873918221350977	12	12	12	12	0	0.0
1:64498253-64498254	0.00013738237958832623	11	11	11	11	0	0.0
1:64498253-64498254	0.0001	7	7	7	7	0	0.0
1:14257553-14257554	1.0	31298	2000	3535	2352	1002	0.4260204081632653
1:14257553-14257554	0.7278953843983146	22790	1914	3379	2263	910	0.4021210782147592
1:14257553-14257554	0.5298316906283708	16583	1821	3178	2149	799	0.3718008375988832
1:14257553-14257554	0.38566204211634725	12076	1715	2964	2031	671	0.33037912358444116
1:14257553-14257554	0.2807216203941176	8768	1612	2743	1925	517	0.26857142857142857
1:14257553-14257554	0.20433597178569418	6370	1493	2475	1775	366	0.20619718309859156
1:14257553-14257554	0.14873521072935117	4657	1387	2208	1647	221	0.13418336369156042
1:14257553-14257554	0.1082636733874054	3360	1219	1863	1437	125	0.08698677800974251
1:14257553-14257554	0.07880462815669913	2435	1073	1571	1267	60	0.0473559589581689
1:14257553-14257554	0.05736152510448681	1754	918	1264	1063	32	0.030103480714957668
1:14257553-14257554	0.041753189365604	1258	744	984	856	11	0.012850467289719626
