target	fraction	read_pairs	cs_families	ss_families	ds_families	ds_duplexes	ds_fraction_duplexes
1:27657550-27657551	1.0	30320	1753	3257	2109	1007	0.4774774774774775
1:27657550-27657551	0.7278953843983146	22027	1675	3111	2037	899	0.4413352970054001
1:27657550-27657551	0.5298316906283708	15988	1595	2951	1950	781	0.4005128205128205
1:27657550-27657551	0.38566204211634725	11675	1514	2766	1864	659	0.35354077253218885
1:27657550-27657551	0.2807216203941176	8618	1409	2540	1741	524	0.3009764503159104
1:27657550-27657551	0.20433597178569418	6226	1323	2316	1630	371	0.22760736196319017
1:27657550-27657551	0.14873521072935117	4513	1220	2048	1493	232	0.15539182853315472
1:27657550-27657551	0.1082636733874054	3252	1076	1745	1315	128	0.09733840304182509
1:27657550-27657551	0.07880462815669913	2318	925	1432	1129	58	0.05137289636846767
1:27657550-27657551	0.05736152510448681	1665	782	1145	946	24	0.02536997885835095
1:27657550-27657551	0.041753189365604	1248	669	927	797	14	0.01756587202007528
1:27657550-27657551	0.03039195382313198	946	557	756	659	8	0.012139605462822459
1:27657550-27657551	0.02212216291070448	679	446	577	513	3	0.005847953216374269
1:27657550-27657551	0.01610262027560939	499	365	445	413	0	0.0
1:27657550-27657551	0.011721022975334805	356	283	326	311	0	0.0
1:27657550-27657551	0.008531678524172805	257	220	244	238	0	0.0
1:27657550-27657551	0.006210169418915616	182	163	178	174	0	0.0
1:27657550-27657551	0.004520353656360241	145	134	143	141	0	0.0
1:27657550-27657551	0.0032903445623126675	104	100	103	103	0	0.0
1:27657550-27657551	0.002395026619987486	72	71	72	72	0	0.0
1:27657550-27657551	0.0017433288221999873	52	51	52	52	0	0.0
1:27657550-27657551	0.0012689610031679222	34	34	34	34	0	0.0
1:27657550-27657551	0.0009236708571873865	21	21	21	21	0	0.0
1:27657550-27657551	0.0006723357536499335	19	19	19	19	0	0.0
1:27657550-27657551	0.0004893900918477494	14	14	14	14	0	0.0
1:27657550-27657551	0.0003562247890262444	12	12	12	12	0	0.0
1:27657550-27657551	0.0002592943797404667	9	9	9	9	0	0.0
1:27657550-27657551	0.00018873918221350977	8	8	8	8	0	0.0
1:27657550-27657551	0.00013738237958832623	4	4	4	4	0	0.0
1:27657550-27657551	0.0001	2	2	2	2	0	0.0
1:228358432-228358433	1.0	46169	2127	3638	2357	1167	0.49512091641917694
1:228358432-228358433	0.7278953843983146	33459	2044	3541	2297	1087	0.47322594688724423
1:228358432-228358433	0.5298316906283708	24394	1971	3417	2232	1008	0.45161290322580644
1:228358432-228358433	0.38566204211634725	17775	1886	3254	2153	879	0.40826753367394336
1:228358432-228358433	0.2807216203941176	12990	1808	3087	2080	743	0.35721153846153847
1:228358432-228358433	0.20433597178569418	9485	1723	2880	1986	570	0.28700906344410876
1:228358432-228358433	0.14873521072935117	6938	1598	2630	1840	414	0.225
1:228358432-228358433	0.1082636733874054	5048	1448	2307	1676	273	0.16288782816229117
1:228358432-228358433	0.07880462815669913	3651	1291	1970	1481	137	0.0925050641458474
1:228358432-228358433	0.05736152510448681	2651	1138	1646	1296	70	0.05401234567901234
1:228358432-228358433	0.041753189365604	1929	973	1328	1102	32	0.029038112522686024
1:228358432-228358433	0.03039195382313198	1415	824	1060	915	11	0.012021857923497269
1:228358432-228358433	0.02212216291070448	1018	670	818	735	5	0.006802721088435374
1:228358432-228358433	0.01610262027560939	749	533	635	586	3	0.005119453924914676
1:228358432-228358433	0.011721022975334805	543	414	479	450	3	0.006666666666666667
1:228358432-228358433	0.008531678524172805	406	321	366	350	3	0.008571428571428572
1:228358432-228358433	0.006210169418915616	300	254	278	268	1	0.0037313432835820895
1:228358432-228358433	0.004520353656360241	208	188	199	193	0	0.0
1:228358432-228358433	0.0032903445623126675	156	147	150	148	0	0.0
1:228358432-228358433	0.002395026619987486	107	101	103	101	0	0.0
1:228358432-228358433	0.0017433288221999873	79	75	76	75	0	0.0
1:228358432-228358433	0.0012689610031679222	63	61	61	61	0	0.0
1:228358432-228358433	0.0009236708571873865	47	46	46	46	0	0.0
1:228358432-228358433	0.0006723357536499335	32	32	32	32	0	0.0
1:228358432-228358433	0.0004893900918477494	21	21	21	21	0	0.0
1:228358432-228358433	0.0003562247890262444	15	15	15	15	0	0.0
1:228358432-228358433	0.0002592943797404667	11	11	11	11	0	0.0
1:228358432-228358433	0.00018873918221350977	8	8	8	8	0	0.0
1:228358432-228358433	0.00013738237958832623	5	5	5	5	0	0.0
1:228358432-228358433	0.0001	4	4	4	4	0	0.0
1:224690819-224690820	1.0	33355	1270	1923	1281	570	0.4449648711943794
1:224690819-224690820	0.7278953843983146	24206	1175	1822	1205	539	0.4473029045643154
1:224690819-224690820	0.5298316906283708	17586	1112	1736	1152	498	0.4322916666666667
1:224690819-224690820	0.38566204211634725	12831	1047	1643	1094	445	0.40676416819012795
1:224690819-224690820	0.2807216203941176	9284	1001	1562	1049	410	0.3908484270734032
1:224690819-224690820	0.20433597178569418	6738	931	1438	979	360	0.36772216547497444
1:224690819-224690820	0.14873521072935117	4946	867	1340	918	299	0.32570806100217864
1:224690819-224690820	0.1082636733874054	3575	796	1202	843	224	0.265717674970344
