target	fraction	read_pairs	cs_families	ss_families	ds_families	ds_duplexes	ds_fraction_duplexes
1:228508916-228508917	1.0	20638	10647	11006	10608	398	0.03751885369532428
1:228508916-228508917	0.7278953843983146	14996	8100	8404	8024	380	0.04735792622133599
1:228508916-228508917	0.5298316906283708	10834	6067	6371	6006	365	0.060772560772560776
1:228508916-228508917	0.38566204211634725	7882	4586	4894	4542	352	0.07749889916336415
1:228508916-228508917	0.2807216203941176	5768	3556	3880	3536	344	0.09728506787330317
1:228508916-228508917	0.20433597178569418	4217	2714	3031	2709	322	0.11886304909560723
1:228508916-228508917	0.14873521072935117	3059	2070	2370	2070	300	0.14492753623188406
1:228508916-228508917	0.1082636733874054	2249	1610	1885	1619	266	0.16429894996911673
1:228508916-228508917	0.07880462815669913	1615	1215	1451	1222	229	0.18739770867430441
1:228508916-228508917	0.05736152510448681	1185	921	1107	928	179	0.19288793103448276
1:228508916-228508917	0.041753189365604	847	687	840	689	151	0.21915820029027577
1:228508916-228508917	0.03039195382313198	636	527	669	529	140	0.2646502835538752
1:228508916-228508917	0.02212216291070448	462	404	514	405	109	0.2691358024691358
1:228508916-228508917	0.01610262027560939	342	306	396	306	90	0.29411764705882354
1:228508916-228508917	0.011721022975334805	243	224	295	224	71	0.3169642857142857
1:228508916-228508917	0.008531678524172805	171	162	217	162	55	0.3395061728395062
1:228508916-228508917	0.006210169418915616	129	126	172	126	46	0.36507936507936506
1:228508916-228508917	0.004520353656360241	86	84	114	84	30	0.35714285714285715
1:228508916-228508917	0.0032903445623126675	65	64	86	64	22	0.34375
1:228508916-228508917	0.002395026619987486	46	46	62	46	16	0.34782608695652173
1:228508916-228508917	0.0017433288221999873	36	36	50	36	14	0.3888888888888889
1:228508916-228508917	0.0012689610031679222	26	26	35	26	9	0.34615384615384615
1:228508916-228508917	0.0009236708571873865	20	20	26	20	6	0.3
1:228508916-228508917	0.0006723357536499335	15	15	18	15	3	0.2
1:228508916-228508917	0.0004893900918477494	9	9	10	9	1	0.1111111111111111
1:228508916-228508917	0.0003562247890262444	5	5	5	5	0	0.0
1:228508916-228508917	0.0002592943797404667	4	4	4	4	0	0.0
1:228508916-228508917	0.00018873918221350977	3	3	3	3	0	0.0
1:228508916-228508917	0.00013738237958832623	2	2	2	2	0	0.0
1:228508916-228508917	0.0001	1	1	1	1	0	0.0
1:240349875-240349876	1.0	21927	12064	12050	11776	274	0.02326766304347826
1:240349875-240349876	0.7278953843983146	15980	9205	9239	8972	267	0.02975925100312082
1:240349875-240349876	0.5298316906283708	11545	6911	6996	6731	265	0.03937007874015748
1:240349875-240349876	0.38566204211634725	8342	5230	5335	5080	255	0.05019685039370079
1:240349875-240349876	0.2807216203941176	6069	3995	4115	3872	243	0.06275826446280992
1:240349875-240349876	0.20433597178569418	4384	3027	3157	2925	232	0.07931623931623932
1:240349875-240349876	0.14873521072935117	3171	2289	2448	2223	225	0.10121457489878542
1:240349875-240349876	0.1082636733874054	2275	1710	1866	1655	211	0.12749244712990937
1:240349875-240349876	0.07880462815669913	1667	1307	1465	1276	189	0.1481191222570533
1:240349875-240349876	0.05736152510448681	1201	979	1125	959	166	0.17309697601668406
1:240349875-240349876	0.041753189365604	862	723	847	708	139	0.1963276836158192
1:240349875-240349876	0.03039195382313198	651	568	668	555	113	0.2036036036036036
1:240349875-240349876	0.02212216291070448	480	435	517	427	90	0.2107728337236534
