target	fraction	read_pairs	cs_families	ss_families	ds_families	ds_duplexes	ds_fraction_duplexes
1:188158426-188158427	1.0	20287	6636	6817	6564	253	0.03854357099329677
1:188158426-188158427	0.7278953843983146	14771	5155	5344	5098	246	0.04825421734013339
1:188158426-188158427	0.5298316906283708	10757	3952	4148	3909	239	0.06114095676643643
1:188158426-188158427	0.38566204211634725	7748	3029	3216	2985	231	0.07738693467336684
1:188158426-188158427	0.2807216203941176	5697	2314	2506	2280	226	0.09912280701754386
1:188158426-188158427	0.20433597178569418	4104	1742	1941	1723	218	0.126523505513639
1:188158426-188158427	0.14873521072935117	2995	1366	1563	1353	210	0.15521064301552107
1:188158426-188158427	0.1082636733874054	2218	1088	1286	1081	205	0.18963922294172064
1:188158426-188158427	0.07880462815669913	1633	845	1035	839	196	0.23361144219308702
1:188158426-188158427	0.05736152510448681	1158	634	810	627	183	0.291866028708134
1:188158426-188158427	0.041753189365604	854	512	674	504	170	0.3373015873015873
1:188158426-188158427	0.03039195382313198	617	410	552	403	149	0.369727047146402
1:188158426-188158427	0.02212216291070448	461	324	458	321	137	0.42679127725856697
1:188158426-188158427	0.01610262027560939	348	271	387	267	120	0.449438202247191
1:188158426-188158427	0.011721022975334805	263	214	311	210	101	0.48095238095238096
1:188158426-188158427	0.008531678524172805	202	166	243	163	80	0.49079754601226994
1:188158426-188158427	0.006210169418915616	132	114	174	113	61	0.5398230088495575
1:188158426-188158427	0.004520353656360241	99	87	138	86	52	0.6046511627906976
1:188158426-188158427	0.0032903445623126675	69	65	103	64	39	0.609375
1:188158426-188158427	0.002395026619987486	49	49	82	49	33	0.673469387755102
1:188158426-188158427	0.0017433288221999873	40	40	68	40	28	0.7
1:188158426-188158427	0.0012689610031679222	28	28	46	28	18	0.6428571428571429
1:188158426-188158427	0.0009236708571873865	19	19	32	19	13	0.6842105263157895
1:188158426-188158427	0.0006723357536499335	13	13	21	13	8	0.6153846153846154
1:188158426-188158427	0.0004893900918477494	11	11	18	11	7	0.6363636363636364
1:188158426-188158427	0.0003562247890262444	7	7	11	7	4	0.5714285714285714
1:188158426-188158427	0.0002592943797404667	7	7	11	7	4	0.5714285714285714
1:188158426-188158427	0.00018873918221350977	6	6	10	6	4	0.6666666666666666
1:188158426-188158427	0.00013738237958832623	5	5	8	5	3	0.6
1:188158426-188158427	0.0001	5	5	8	5	3	0.6
1:9424138-9424139	1.0	23697	9507	9890	9499	391	0.04116222760290557
1:9424138-9424139	0.7278953843983146	17249	7306	7652	7271	381	0.0523999449869344
1:9424138-9424139	0.5298316906283708	12491	5632	5956	5585	371	0.06642793196060877
1:9424138-9424139	0.38566204211634725	9086	4316	4656	4291	365	0.08506175716616174
1:9424138-9424139	0.2807216203941176	6585	3314	3654	3294	360	0.1092896174863388
1:9424138-9424139	0.20433597178569418	4735	2527	2856	2507	349	0.13921021140805745
1:9424138-9424139	0.14873521072935117	3486	1950	2266	1936	330	0.17045454545454544
1:9424138-9424139	0.1082636733874054	2586	1547	1848	1532	316	0.206266318537859
1:9424138-9424139	0.07880462815669913	1863	1194	1476	1189	287	0.2413793103448276
1:9424138-9424139	0.05736152510448681	1364	952	1199	944	255	0.2701271186440678
1:9424138-9424139	0.041753189365604	983	725	935	721	214	0.29680998613037446
1:9424138-9424139	0.03039195382313198	700	541	717	539	178	0.3302411873840445
1:9424138-9424139	0.02212216291070448	501	406	552	406	146	0.35960591133004927
1:9424138-9424139	0.01610262027560939	365	315	436	315	121	0.38412698412698415
1:9424138-9424139	0.011721022975334805	280	247	348	247	101	0.4089068825910931
1:9424138-9424139	0.008531678524172805	193	180	259	179	80	0.44692737430167595
1:9424138-9424139	0.006210169418915616	149	143	211	143	68	0.4755244755244755
1:9424138-9424139	0.004520353656360241	106	103	150	103	47	0.4563106796116505
1:9424138-9424139	0.0032903445623126675	85	83	120	83	37	0.4457831325301205
1:9424138-9424139	0.002395026619987486	56	56	81	56	25	0.44642857142857145
1:9424138-9424139	0.0017433288221999873	44	44	62	44	18	0.4090909090909091
1:9424138-9424139	0.0012689610031679222	38	38	55	38	17	0.4473684210526316
1:9424138-9424139	0.0009236708571873865	27	27	40	27	13	0.48148148148148145
1:9424138-9424139	0.0006723357536499335	24	24	34	24	10	0.4166666666666667
1:9424138-9424139	0.0004893900918477494	18	18	25	18	7	0.3888888888888889
1:9424138-9424139	0.0003562247890262444	13	13	20	13	7	0.5384615384615384
1:9424138-9424139	0.0002592943797404667	12	12	19	12	7	0.5833333333333334
1:9424138-9424139	0.00018873918221350977	11	11	18	11	7	0.6363636363636364
1:9424138-9424139	0.00013738237958832623	6	6	10	6	4	0.6666666666666666
1:9424138-9424139	0.0001	3	3	5	3	2	0.6666666666666666
1:113270341-113270342	1.0	22413	8490	8838	8509	329	0.03866494300152779
1:113270341-113270342	0.7278953843983146	16337	6592	6913	6591	322	0.04885449855864057
1:113270341-113270342	0.5298316906283708	11852	5056	5359	5047	312	0.061818902318208836
1:113270341-113270342	0.38566204211634725	8639	3937	4234	3929	305	0.07762789513871214
1:113270341-113270342	0.2807216203941176	6296	3027	3312	3011	301	0.09996678844237794
1:113270341-113270342	0.20433597178569418	4543	2322	2604	2315	289	0.12483801295896328
