target	fraction	read_pairs	cs_families	ss_families	ds_families	ds_duplexes	ds_fraction_duplexes
1:42124685-42124686	1.0	20188	11203	11513	11448	65	0.005677847658979734
1:42124685-42124686	0.7278953843983146	14533	8280	8464	8406	58	0.006899833452295979
1:42124685-42124686	0.5298316906283708	10530	6138	6195	6140	55	0.008957654723127036
1:42124685-42124686	0.38566204211634725	7663	4597	4601	4551	50	0.010986596352450011
1:42124685-42124686	0.2807216203941176	5545	3416	3410	3362	48	0.014277215942891136
1:42124685-42124686	0.20433597178569418	4049	2538	2530	2483	47	0.018928715263793798
1:42124685-42124686	0.14873521072935117	2912	1844	1851	1808	43	0.023783185840707963
1:42124685-42124686	0.1082636733874054	2082	1343	1357	1315	42	0.03193916349809886
1:42124685-42124686	0.07880462815669913	1549	1012	1038	996	42	0.04216867469879518
1:42124685-42124686	0.05736152510448681	1122	753	784	744	40	0.053763440860215055
1:42124685-42124686	0.041753189365604	795	542	573	534	39	0.07303370786516854
1:42124685-42124686	0.03039195382313198	577	404	434	395	39	0.09873417721518987
1:42124685-42124686	0.02212216291070448	426	314	347	310	37	0.11935483870967742
1:42124685-42124686	0.01610262027560939	301	229	257	225	32	0.14222222222222222
1:42124685-42124686	0.011721022975334805	207	166	194	164	30	0.18292682926829268
1:42124685-42124686	0.008531678524172805	139	115	140	113	27	0.23893805309734514
1:42124685-42124686	0.006210169418915616	99	84	107	83	24	0.2891566265060241
1:42124685-42124686	0.004520353656360241	77	66	87	66	21	0.3181818181818182
1:42124685-42124686	0.0032903445623126675	55	49	68	49	19	0.3877551020408163
1:42124685-42124686	0.002395026619987486	35	30	44	30	14	0.4666666666666667
1:42124685-42124686	0.0017433288221999873	25	23	33	23	10	0.43478260869565216
1:42124685-42124686	0.0012689610031679222	23	22	32	22	10	0.45454545454545453
1:42124685-42124686	0.0009236708571873865	16	16	25	16	9	0.5625
1:42124685-42124686	0.0006723357536499335	11	11	17	11	6	0.5454545454545454
1:42124685-42124686	0.0004893900918477494	8	8	12	8	4	0.5
1:42124685-42124686	0.0003562247890262444	7	7	11	7	4	0.5714285714285714
1:42124685-42124686	0.0002592943797404667	5	5	9	5	4	0.8
1:42124685-42124686	0.00018873918221350977	5	5	9	5	4	0.8
1:42124685-42124686	0.00013738237958832623	4	4	7	4	3	0.75
1:42124685-42124686	0.0001	4	4	7	4	3	0.75
1:248291530-248291531	1.0	18648	8638	8878	8839	39	0.004412263830750085
1:248291530-248291531	0.7278953843983146	13541	6435	6583	6545	38	0.005805958747135217
1:248291530-248291531	0.5298316906283708	9806	4795	4868	4833	35	0.007241878750258638
1:248291530-248291531	0.38566204211634725	7182	3632	3652	3622	30	0.008282716731087797
1:248291530-248291531	0.2807216203941176	5231	2689	2683	2655	28	0.010546139359698682
1:248291530-248291531	0.20433597178569418	3808	2008	2003	1976	27	0.013663967611336033
1:248291530-248291531	0.14873521072935117	2741	1452	1454	1427	27	0.0189208128941836
1:248291530-248291531	0.1082636733874054	2026	1107	1108	1083	25	0.023084025854108958
1:248291530-248291531	0.07880462815669913	1437	805	806	781	25	0.03201024327784891
1:248291530-248291531	0.05736152510448681	1024	598	601	577	24	0.0415944540727903
1:248291530-248291531	0.041753189365604	742	446	457	433	24	0.05542725173210162
1:248291530-248291531	0.03039195382313198	526	330	346	322	24	0.07453416149068323
1:248291530-248291531	0.02212216291070448	379	247	264	241	23	0.0954356846473029
1:248291530-248291531	0.01610262027560939	277	196	213	190	23	0.12105263157894737
1:248291530-248291531	0.011721022975334805	211	155	172	150	22	0.14666666666666667
1:248291530-248291531	0.008531678524172805	148	117	132	112	20	0.17857142857142858
1:248291530-248291531	0.006210169418915616	107	89	103	84	19	0.2261904761904762
1:248291530-248291531	0.004520353656360241	80	67	85	66	19	0.2878787878787879
1:248291530-248291531	0.0032903445623126675	57	50	67	50	17	0.34
1:248291530-248291531	0.002395026619987486	38	36	48	36	12	0.3333333333333333
1:248291530-248291531	0.0017433288221999873	27	27	36	27	9	0.3333333333333333
1:248291530-248291531	0.0012689610031679222	19	19	26	19	7	0.3684210526315789
1:248291530-248291531	0.0009236708571873865	16	16	22	16	6	0.375
1:248291530-248291531	0.0006723357536499335	10	10	14	10	4	0.4
1:248291530-248291531	0.0004893900918477494	7	7	10	7	3	0.42857142857142855
1:248291530-248291531	0.0003562247890262444	5	5	8	5	3	0.6
1:248291530-248291531	0.0002592943797404667	3	3	4	3	1	0.3333333333333333
1:166336484-166336485	1.0	16320	8048	8196	8146	50	0.006137981831573778
1:166336484-166336485	0.7278953843983146	11820	6033	6109	6060	49	0.008085808580858085
1:166336484-166336485	0.5298316906283708	8545	4516	4548	4500	48	0.010666666666666666
1:166336484-166336485	0.38566204211634725	6194	3332	3348	3303	45	0.013623978201634877
1:166336484-166336485	0.2807216203941176	4447	2484	2484	2440	44	0.018032786885245903
1:166336484-166336485	0.20433597178569418	3213	1845	1845	1802	43	0.02386237513873474
1:166336484-166336485	0.14873521072935117	2332	1383	1390	1347	43	0.03192279138827023
1:166336484-166336485	0.1082636733874054	1687	1025	1036	994	42	0.04225352112676056
